,order_id,user_id,product_id,aisle_id,department_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,user_total_orders,user_avg_days_between,user_avg_cart_pos,user_total_reorders,prod_total_reorders,prod_reorder_rate,prod_order_count,prod_avg_cart_pos
305800,863993,133079,49680,89,13,4,1,13,19.0,14,0,4,19.0,10.0,9,13,0.2826086956521739,46,10.152173913043478
925516,2368718,124932,37067,24,4,6,2,08,4.0,2,1,6,4.0,6.0,5,1329,0.5698970840480274,2332,6.256861063464837
283316,596333,104396,48142,77,7,10,2,09,8.0,1,0,10,8.0,3.5,4,117,0.7597402597402597,154,4.383116883116883
1154713,2711951,199278,10312,94,7,42,1,14,11.0,2,1,42,11.0,5.5,9,89,0.5144508670520231,173,9.046242774566474
92308,375145,134281,15902,23,19,6,4,11,30.0,3,1,6,30.0,6.0,9,348,0.6304347826086957,552,8.728260869565217
809744,1986644,106556,25999,4,9,4,1,12,30.0,1,0,4,30.0,6.5,3,7,0.5384615384615384,13,10.23076923076923
1017292,2487952,134369,20512,121,14,6,2,16,30.0,7,0,6,30.0,13.0,7,99,0.4852941176470588,204,10.382352941176471
112540,395106,170898,39561,78,19,4,1,16,30.0,9,0,4,30.0,6.0,2,271,0.620137299771167,437,12.173913043478262
506829,1141849,46859,10239,45,19,5,6,13,8.0,5,1,5,8.0,17.0,29,3,0.5,6,4.5
730386,1689482,77384,24622,83,4,16,4,18,1.0,4,1,16,1.0,5.0,6,121,0.4368231046931408,277,9.833935018050541
14532,266878,194673,11009,99,15,10,1,13,6.0,4,1,10,6.0,4.5,5,77,0.5833333333333334,132,10.772727272727273
884606,2131927,38887,39799,72,13,4,5,21,20.0,8,0,4,20.0,5.5,8,20,0.4166666666666667,48,8.125
1204124,2994213,15009,38768,32,4,8,5,10,0.0,2,1,8,0.0,2.5,4,467,0.7901861252115059,591,3.228426395939086
51678,55333,43931,13535,51,13,9,1,07,30.0,2,1,9,30.0,7.0,12,380,0.5255878284923928,723,9.966804979253112
1131783,2901945,92423,31141,112,3,12,4,08,9.0,1,1,12,9.0,4.5,8,18,0.8571428571428571,21,3.4285714285714284
706975,1656414,86061,651,36,16,100,4,08,2.0,4,1,100,2.0,3.0,5,373,0.636518771331058,586,8.320819112627987
1020561,2491268,162040,17750,130,14,31,1,17,7.0,6,1,31,7.0,6.5,10,1,0.3333333333333333,3,8.0
811327,2031247,37851,39877,24,4,15,2,17,30.0,7,1,15,30.0,8.5,13,1725,0.7381258023106547,2337,8.64655541292255
1193199,2751510,50071,47280,31,7,32,4,16,10.0,28,0,32,10.0,18.0,30,93,0.5138121546961326,181,8.972375690607734
793650,1959919,99652,8087,31,7,4,1,11,30.0,5,1,4,30.0,6.0,5,208,0.734982332155477,283,7.480565371024735
1282335,3340289,62669,22935,83,4,25,1,08,7.0,13,1,25,7.0,18.5,23,3094,0.7212121212121212,4290,8.864801864801866
623879,1764801,77196,5917,79,1,4,2,18,30.0,3,0,4,30.0,6.0,1,23,0.71875,32,7.8125
385384,738583,144831,12616,123,4,11,1,18,12.0,11,0,11,12.0,7.0,9,3,0.3,10,8.7
701950,1838152,126908,3896,112,3,23,2,13,30.0,3,1,23,30.0,2.0,3,314,0.8198433420365535,383,8.015665796344647
1325763,3399062,191949,47990,3,19,15,6,17,28.0,13,0,15,28.0,7.0,8,107,0.6079545454545454,176,9.732954545454545
671029,1806622,80644,44522,64,7,31,5,16,2.0,1,1,31,2.0,2.5,4,5,0.7142857142857143,7,5.714285714285714
465864,1100386,190786,12341,32,4,9,3,13,30.0,14,1,9,30.0,8.5,5,1773,0.7789982425307557,2276,5.455623901581722
199181,244336,121308,9387,24,4,11,4,18,30.0,23,1,11,30.0,12.0,17,941,0.6823785351704134,1379,7.700507614213198
603115,1244960,96713,39475,120,16,12,4,13,21.0,1,1,12,21.0,8.5,9,683,0.7181913774973712,951,8.054679284963196
194305,490973,181332,25017,96,20,25,6,11,28.0,1,1,25,28.0,3.0,3,55,0.5978260869565217,92,4.456521739130435
381475,729281,95247,47403,52,1,5,1,16,30.0,1,0,5,30.0,6.0,3,30,0.7142857142857143,42,9.595238095238095
811300,2031223,187786,21405,83,4,12,5,07,17.0,10,1,12,17.0,13.5,26,685,0.6580211335254563,1041,9.926032660902978
1240422,3063742,164156,40073,24,4,4,6,16,12.0,28,1,4,12.0,22.0,20,17,0.68,25,9.48
95583,383508,39344,13176,24,4,15,0,16,6.0,7,1,15,6.0,10.0,16,13362,0.8631782945736434,15480,4.763501291989664
623412,1763613,68060,38159,24,4,10,0,10,10.0,12,0,10,10.0,6.5,8,333,0.48121387283236994,692,12.020231213872833
1170455,2952154,167124,1471,79,1,7,5,11,2.0,18,0,7,2.0,10.0,0,7,0.6363636363636364,11,9.0
841873,2274707,154251,47144,91,16,5,4,21,30.0,1,0,5,30.0,5.0,2,1085,0.7406143344709898,1465,6.3720136518771335
1131022,2900183,104583,9339,106,12,13,0,10,29.0,8,0,13,29.0,5.0,5,341,0.7045454545454546,484,10.5
204928,502445,20429,28576,120,16,28,5,11,30.0,12,1,28,30.0,13.0,24,51,0.6455696202531646,79,7.620253164556962
560299,1188372,5228,5876,24,4,55,1,09,1.0,9,1,55,1.0,12.0,21,2510,0.7161198288159771,3505,8.381455064194009
1073120,2822717,183914,42450,38,1,11,6,11,30.0,2,1,11,30.0,2.0,3,512,0.7191011235955056,712,7.831460674157303
789853,1955561,103953,41220,83,4,4,1,13,30.0,9,0,4,30.0,10.0,3,750,0.6499133448873483,1154,9.031195840554593
963966,2237842,28837,43154,115,7,5,4,16,30.0,6,1,5,30.0,6.5,6,557,0.8119533527696793,686,4.123906705539358
604283,1496674,78214,4656,88,13,28,4,19,21.0,12,0,28,21.0,7.5,10,204,0.4657534246575342,438,10.831050228310502
599019,1493622,169478,9534,112,3,6,6,09,30.0,2,0,6,30.0,2.5,0,109,0.6089385474860335,179,7.877094972067039
677311,1615600,109329,25340,24,4,96,6,21,4.0,6,1,96,4.0,6.5,12,164,0.563573883161512,291,10.25085910652921
155385,186778,199546,10326,24,4,24,4,08,30.0,8,1,24,30.0,6.0,9,283,0.672209026128266,421,4.710213776722091
1114242,2875411,178800,16920,112,3,10,5,20,12.0,1,1,10,12.0,13.5,16,101,0.7062937062937062,143,7.951048951048951
374156,938529,8619,12846,31,7,12,5,10,30.0,4,0,12,30.0,4.0,1,52,0.6265060240963856,83,8.506024096385541
1249896,3301155,149206,42768,59,15,4,0,19,30.0,13,0,4,30.0,9.0,3,706,0.6187554776511832,1141,10.434706397896582
1137932,2690459,85554,34448,50,19,8,1,10,9.0,5,1,8,9.0,3.5,6,470,0.6871345029239766,684,10.916666666666666
18695,275961,89186,14218,86,16,7,0,14,7.0,6,1,7,7.0,10.0,18,340,0.6296296296296297,540,6.316666666666666
470103,1105635,74323,49621,112,3,19,5,10,3.0,1,1,19,3.0,4.0,6,105,0.625,168,8.077380952380953
814737,2039793,36705,34358,83,4,7,0,12,11.0,4,1,7,11.0,4.0,3,1190,0.6197916666666666,1920,8.795833333333333
428136,1051544,92270,21410,96,20,13,3,11,11.0,9,1,13,11.0,10.5,11,86,0.6056338028169014,142,8.619718309859154
776525,1932229,163316,45603,31,7,17,0,17,13.0,3,1,17,13.0,8.5,15,497,0.7717391304347826,644,6.552795031055901
1099519,2864674,188747,22963,96,20,7,0,12,17.0,6,0,7,17.0,5.5,7,731,0.6509349955476402,1123,9.399821905609974
1099661,2865093,49019,21709,115,7,15,0,06,30.0,3,1,15,30.0,15.0,17,1076,0.7561489810260014,1423,6.7547434996486295
622226,1512118,104452,42828,108,16,12,1,11,30.0,9,1,12,30.0,13.5,19,772,0.7161410018552876,1078,9.631725417439704
1319405,3158747,115887,26604,24,4,13,0,11,21.0,20,1,13,21.0,18.0,22,1843,0.6482588814632431,2843,8.930003517411185
970471,2253887,171454,11520,86,16,5,3,16,15.0,18,1,5,15.0,9.5,7,1500,0.7903055848261328,1898,5.708113804004215
561052,1190458,149860,4367,21,16,16,5,14,9.0,1,1,16,9.0,6.5,10,219,0.5104895104895105,429,10.06993006993007
166800,204369,147801,34249,92,18,35,1,17,24.0,2,1,35,24.0,3.5,4,41,0.41836734693877553,98,13.142857142857142
255352,564884,95208,18523,120,16,9,3,13,30.0,5,1,9,30.0,5.0,5,589,0.7271604938271605,810,7.6419753086419755
842269,2275948,118610,28350,19,13,9,0,12,30.0,6,0,9,30.0,7.0,7,8,0.4444444444444444,18,9.61111111111111
1355618,3216783,141821,46667,83,4,7,6,13,30.0,17,1,7,30.0,12.0,16,1241,0.6183358246138515,2007,9.485799701046338
766674,1733934,76789,1463,84,16,7,5,09,2.0,1,0,7,2.0,8.5,15,691,0.8053613053613053,858,5.13986013986014
853519,2298963,130468,46106,67,20,15,6,14,30.0,14,0,15,30.0,10.5,14,38,0.5428571428571428,70,11.457142857142857
235982,783983,121408,26312,123,4,7,3,09,30.0,3,1,7,30.0,7.5,8,89,0.6267605633802817,142,9.67605633802817
587188,1474499,112725,2091,78,19,17,0,07,7.0,16,1,17,7.0,16.5,17,253,0.6988950276243094,362,9.306629834254144
1083841,2840181,107594,30391,83,4,5,1,20,30.0,21,1,5,30.0,19.0,15,3007,0.6518534576197702,4613,9.310860611315846
798380,1761324,148075,39408,24,4,21,3,18,16.0,1,1,21,16.0,4.0,5,601,0.6266944734098019,959,7.394160583941606
107630,124181,66867,39383,104,13,6,6,15,30.0,11,0,6,30.0,9.0,1,0,0.0,3,13.0
726544,1679373,73561,47717,3,19,5,6,17,26.0,7,1,5,26.0,8.0,9,100,0.6289308176100629,159,10.547169811320755
75811,79662,170317,24852,24,4,8,1,12,30.0,5,1,8,30.0,11.5,17,16557,0.8841717398269785,18726,4.959414717505073
1039771,2582174,173548,31681,19,13,8,3,10,12.0,11,0,8,12.0,8.5,3,9,0.32142857142857145,28,8.857142857142858
545848,1422691,5891,15237,13,20,45,4,08,7.0,2,1,45,7.0,5.5,10,3,0.75,4,7.0
290243,613593,23493,27104,83,4,14,4,10,30.0,9,1,14,30.0,6.5,8,1819,0.6861561674839683,2651,9.7167106752169
1318822,3392559,158518,17824,89,13,6,5,08,30.0,18,0,6,30.0,13.0,6,10,0.45454545454545453,22,11.681818181818182
513415,1373036,47549,10326,24,4,27,0,23,10.0,3,1,27,10.0,3.0,5,283,0.672209026128266,421,4.710213776722091
237643,542062,54421,20113,52,1,8,2,11,30.0,12,0,8,30.0,15.0,9,139,0.7315789473684211,190,9.3
595249,1489512,122761,18880,69,15,12,1,13,10.0,24,0,12,10.0,13.0,15,128,0.419672131147541,305,10.41311475409836
1293230,3129466,128343,25890,49,12,13,2,15,30.0,9,1,13,30.0,5.5,9,1510,0.7231800766283525,2088,7.951628352490421
215377,758949,172574,37250,116,1,10,0,10,30.0,6,1,10,30.0,7.0,9,117,0.5416666666666666,216,9.189814814814815
636070,1556104,107953,39861,130,14,6,5,06,10.0,7,1,6,10.0,6.5,6,34,0.6538461538461539,52,9.211538461538462
966158,2243059,172362,18441,72,13,17,1,19,8.0,6,0,17,8.0,4.5,7,258,0.42295081967213116,610,10.372131147540983
666324,1599435,172922,36865,120,16,55,2,20,3.0,15,1,55,3.0,10.0,15,432,0.75,576,8.199652777777779
940523,2204058,189457,22451,129,1,11,2,09,30.0,34,1,11,30.0,25.5,48,89,0.55625,160,10.4
1346139,3193610,146422,30235,12,9,4,4,10,7.0,11,0,4,7.0,6.5,1,15,0.5357142857142857,28,10.285714285714286
166029,202772,8639,16759,83,4,42,0,17,5.0,19,1,42,5.0,13.5,25,1034,0.5935706084959816,1742,9.654994259471872
946292,2399673,187169,30169,120,16,6,2,15,10.0,8,0,6,10.0,6.5,4,414,0.6489028213166145,638,8.006269592476489
311839,878506,90381,14616,38,1,4,0,20,14.0,10,0,4,14.0,6.5,4,1,0.25,4,10.75
171776,212820,168169,22031,123,4,43,0,09,7.0,17,1,43,7.0,10.5,20,82,0.45054945054945056,182,8.296703296703297
983262,2432152,108802,46260,107,19,10,5,17,21.0,9,1,10,21.0,7.0,9,121,0.6173469387755102,196,8.306122448979592
234877,540476,1555,41540,83,4,5,6,10,25.0,14,1,5,25.0,7.5,11,115,0.575,200,9.48
161019,195836,7067,33636,4,9,6,6,14,30.0,10,0,6,30.0,11.0,5,126,0.5575221238938053,226,11.06637168141593
255742,565495,103190,14901,117,19,10,3,16,16.0,25,0,10,16.0,14.0,5,171,0.5551948051948052,308,11.068181818181818
708108,1659217,5301,16696,77,7,51,5,17,7.0,19,1,51,7.0,10.0,18,354,0.718052738336714,493,6.056795131845842
933020,2191000,187459,44925,21,16,13,4,12,30.0,3,1,13,30.0,3.5,5,19,0.4318181818181818,44,7.2727272727272725
218820,521570,164302,5130,123,4,6,3,15,6.0,10,1,6,6.0,5.5,3,21,0.5384615384615384,39,9.717948717948717
1196854,2755136,174594,18070,31,7,13,2,10,7.0,18,1,13,7.0,13.0,24,44,0.6984126984126984,63,7.873015873015873
1322043,3395559,105388,10831,120,16,21,6,08,2.0,4,1,21,2.0,5.5,9,203,0.8185483870967742,248,7.05241935483871
848746,2292307,177599,43871,3,19,4,2,15,13.0,15,0,4,13.0,9.5,2,6,0.75,8,13.875
1128295,2894235,163074,6046,35,12,9,0,15,30.0,6,1,9,30.0,9.5,8,630,0.6680805938494168,943,8.25662778366914
824919,2004547,50427,24519,66,6,5,3,09,30.0,25,0,5,30.0,19.0,21,1,0.25,4,11.75
281487,840343,67503,43631,77,7,17,4,13,12.0,18,0,17,12.0,9.5,13,252,0.7241379310344828,348,5.672413793103448
235619,782988,191808,27001,66,6,11,0,13,30.0,5,1,11,30.0,4.5,8,8,0.6153846153846154,13,8.0
889655,2336018,111618,5025,83,4,17,0,11,21.0,3,1,17,21.0,6.0,9,802,0.5550173010380622,1445,9.279584775086505
642309,1780826,172059,8436,52,1,15,2,09,30.0,2,1,15,30.0,1.5,2,42,0.7,60,10.266666666666667
221931,523902,100041,10807,123,4,41,6,08,8.0,15,1,41,8.0,12.0,19,24,0.6857142857142857,35,8.314285714285715
1328573,3170244,47751,25407,13,20,21,5,11,4.0,9,1,21,4.0,8.0,3,58,0.48739495798319327,119,8.966386554621849
1276211,3109471,68685,23024,107,19,11,1,12,25.0,25,0,11,25.0,13.5,16,0,0.0,5,18.2
114799,395558,116731,5456,96,20,5,6,09,30.0,2,0,5,30.0,4.5,0,277,0.5368217054263565,516,9.624031007751938
838280,2017491,65940,22000,72,13,4,4,15,30.0,11,0,4,30.0,13.0,1,10,0.10309278350515463,97,8.742268041237113
274319,594309,182003,34499,123,4,6,5,07,16.0,8,0,6,16.0,7.0,4,3,0.5,6,8.166666666666666
284916,600669,152052,5337,21,16,33,0,13,3.0,5,0,33,3.0,5.5,1,152,0.5259515570934256,289,9.055363321799309
763783,1726919,40210,47652,37,1,39,0,20,25.0,27,0,39,25.0,15.0,21,83,0.3360323886639676,247,9.417004048582996
238438,544011,128166,2962,84,16,6,6,17,30.0,7,0,6,30.0,4.0,4,220,0.7942238267148014,277,5.108303249097473
538711,1169355,194035,6104,120,16,7,0,15,24.0,7,1,7,24.0,5.5,7,406,0.7328519855595668,554,7.48014440433213
208822,752981,128377,44166,11,11,15,1,18,9.0,12,0,15,9.0,7.0,5,5,0.1724137931034483,29,6.827586206896552
935258,2388264,172112,12290,2,16,4,3,14,30.0,17,0,4,30.0,9.5,4,60,0.47619047619047616,126,10.674603174603174
5358,255481,165041,10326,24,4,13,4,12,0.0,7,1,13,0.0,7.0,13,283,0.672209026128266,421,4.710213776722091
319311,892913,39352,45866,61,19,9,0,21,30.0,8,1,9,30.0,8.0,7,146,0.7487179487179487,195,10.451282051282051
383397,734104,129420,13176,24,4,4,4,16,30.0,4,0,4,30.0,4.5,0,13362,0.8631782945736434,15480,4.763501291989664
806342,2029220,70166,16869,74,17,9,5,18,6.0,13,1,9,6.0,11.5,13,16,0.45714285714285713,35,9.771428571428572
824990,2004755,21106,15123,45,19,5,1,15,30.0,7,0,5,30.0,10.5,5,25,0.5208333333333334,48,11.270833333333334
516081,1149337,105466,1538,69,15,5,2,20,30.0,30,0,5,30.0,18.0,19,1,0.16666666666666666,6,16.166666666666668
3017,7034,111572,49235,53,16,5,4,15,30.0,10,0,5,30.0,7.0,7,2129,0.8046107331821618,2646,6.317460317460317
673512,1611938,197088,3631,120,16,18,6,19,7.0,8,1,18,7.0,6.0,11,106,0.6666666666666666,159,8.918238993710691
988592,2441518,44225,32517,123,4,28,2,08,15.0,4,0,28,15.0,4.0,1,1,0.25,4,14.5
1265381,3096998,105372,5785,84,16,14,4,14,11.0,5,1,14,11.0,10.5,16,1276,0.8312703583061889,1535,5.608469055374592
129984,147646,60706,5640,91,16,37,1,09,24.0,8,1,37,24.0,5.5,10,138,0.8117647058823529,170,6.929411764705883
246972,554681,157275,46305,110,13,28,6,19,22.0,34,1,28,22.0,22.5,40,3,0.14285714285714285,21,11.714285714285714
1210652,3000116,94585,1559,120,16,78,2,19,0.0,6,1,78,0.0,5.5,9,173,0.8398058252427184,206,8.310679611650485
857495,2086784,63315,46667,83,4,11,5,16,20.0,11,1,11,20.0,9.0,14,1241,0.6183358246138515,2007,9.485799701046338
709704,1663194,193208,35004,4,9,11,2,18,12.0,6,1,11,12.0,27.5,43,249,0.5558035714285714,448,10.537946428571429
671037,1806642,51345,33129,67,20,47,2,12,28.0,2,1,47,28.0,2.5,3,357,0.5144092219020173,694,10.076368876080691
994022,2450225,205658,7838,129,1,5,6,12,23.0,1,0,5,23.0,2.5,0,13,0.4642857142857143,28,9.357142857142858
878300,2122129,55301,4317,95,15,23,1,05,7.0,13,0,23,7.0,8.5,9,107,0.5544041450777202,193,11.756476683937823
385470,738993,101858,31329,38,1,4,5,09,30.0,2,1,4,30.0,8.5,4,5,0.8333333333333334,6,8.666666666666666
1112963,2872628,97452,19678,83,4,16,5,15,8.0,13,1,16,8.0,8.0,5,720,0.6132879045996593,1174,9.804940374787053
469824,1104620,169732,38256,3,19,4,4,13,23.0,15,1,4,23.0,13.0,11,43,0.6231884057971014,69,9.44927536231884
1032531,2517486,130840,17617,117,19,5,6,16,26.0,30,0,5,26.0,16.5,10,16,0.5714285714285714,28,7.964285714285714
208957,507098,54301,14705,105,13,9,3,15,16.0,28,0,9,16.0,15.0,11,29,0.3411764705882353,85,8.388235294117647
156042,188246,153075,33303,123,4,88,3,13,3.0,2,1,88,3.0,6.0,11,135,0.7714285714285715,175,10.125714285714286
916927,2362777,83641,4392,75,17,9,0,16,30.0,15,0,9,30.0,8.5,4,11,0.22448979591836735,49,12.36734693877551
551844,1182437,132238,27744,53,16,8,4,08,30.0,4,0,8,30.0,8.0,4,222,0.7047619047619048,315,7.631746031746032
747111,1889600,188965,4605,83,4,36,0,13,9.0,12,1,36,9.0,10.0,18,2548,0.6772993088782563,3762,8.41733120680489
66965,347908,65694,26668,59,15,48,5,12,10.0,21,1,48,10.0,12.5,24,74,0.42045454545454547,176,11.551136363636363
1365185,3240517,70297,2132,112,3,9,3,21,11.0,26,0,9,11.0,14.0,16,22,0.5365853658536586,41,10.024390243902438
909469,2349408,160362,311,52,1,65,0,13,4.0,5,1,65,4.0,14.0,24,167,0.594306049822064,281,9.448398576512455
483350,1117930,159049,37687,123,4,8,6,10,30.0,3,1,8,30.0,2.5,3,895,0.6571218795888399,1362,7.727606461086637
706207,1654632,110164,2876,64,7,5,3,19,21.0,5,1,5,21.0,11.5,9,53,0.5463917525773195,97,8.22680412371134
710260,1664587,199011,7821,89,13,8,2,18,16.0,12,0,8,16.0,9.5,15,35,0.4069767441860465,86,12.511627906976743
1332475,3175358,42435,23032,66,6,34,5,13,7.0,13,1,34,7.0,10.5,18,53,0.28191489361702127,188,8.313829787234043
1325278,3397914,205535,43352,32,4,34,0,12,7.0,6,1,34,7.0,8.5,9,2328,0.7099725526075022,3279,6.897834705702958
225283,526805,81993,43693,84,16,18,6,12,28.0,3,1,18,28.0,3.5,6,126,0.7924528301886793,159,5.037735849056604
779193,1938787,24852,16953,88,13,5,1,15,30.0,1,1,5,30.0,1.5,2,544,0.5489404641775983,991,8.958627648839556
718465,1859794,168826,45064,112,3,8,0,10,30.0,2,1,8,30.0,2.5,4,231,0.7310126582278481,316,7.006329113924051
1045090,2528898,186473,44152,61,19,5,6,15,6.0,5,0,5,6.0,15.5,3,22,0.5,44,7.545454545454546
847407,2288784,101343,24852,24,4,88,3,17,5.0,2,1,88,5.0,7.5,13,16557,0.8841717398269785,18726,4.959414717505073
821051,1994394,27212,44632,115,7,23,2,21,9.0,5,1,23,9.0,13.0,21,2662,0.7924977671926169,3359,6.303364096457279
1219433,3012684,111999,28214,64,7,14,2,17,30.0,17,0,14,30.0,9.5,4,10,0.625,16,9.4375
1349767,3201803,119010,432,91,16,5,3,14,19.0,2,1,5,19.0,2.5,1,977,0.7650743931088488,1277,6.01018010963195
949661,2212127,457,15130,123,4,5,0,16,7.0,3,1,5,7.0,3.0,5,33,0.6226415094339622,53,6.867924528301887
950136,2213223,159715,21153,112,3,5,3,12,22.0,11,1,5,22.0,15.5,15,22,0.6666666666666666,33,5.363636363636363
133901,423665,100880,27471,107,19,6,2,11,30.0,33,0,6,30.0,18.5,9,50,0.33112582781456956,151,10.52317880794702
1358599,3223424,94778,17795,83,4,6,5,10,2.0,8,0,6,2.0,4.5,2,350,0.5852842809364549,598,9.459866220735785
1258593,3312578,180204,30391,83,4,14,1,08,9.0,5,1,14,9.0,9.5,15,3007,0.6518534576197702,4613,9.310860611315846
714076,1848471,41733,43928,21,16,10,3,21,30.0,26,0,10,30.0,19.0,16,79,0.5602836879432624,141,10.212765957446809
1174509,2956891,196637,26128,116,1,16,3,13,6.0,19,1,16,6.0,12.0,20,180,0.5590062111801242,322,9.968944099378882
497608,1345601,61145,48871,81,15,18,2,11,15.0,9,1,18,15.0,8.5,14,67,0.40119760479041916,167,10.347305389221557
362885,709337,118748,28204,24,4,4,0,12,30.0,8,1,4,30.0,8.5,10,2426,0.7448572305802886,3257,7.2014123426466075
1276777,3110525,67237,34745,92,18,53,0,07,7.0,36,0,53,7.0,21.0,28,41,0.4659090909090909,88,14.204545454545455
1315007,3152771,75756,40171,65,11,17,0,20,24.0,4,0,17,24.0,3.0,0,26,0.6666666666666666,39,9.153846153846153
573713,1461666,74063,40002,37,1,33,4,09,20.0,4,1,33,20.0,3.5,6,121,0.43214285714285716,280,7.885714285714286
476108,1315553,51457,25081,92,18,34,0,09,30.0,2,1,34,30.0,4.5,3,12,0.6,20,6.15
1265781,3319945,165649,34126,16,4,5,5,12,2.0,6,1,5,2.0,8.5,3,1503,0.62625,2400,9.4075
459898,1285701,100691,25844,54,17,4,2,11,27.0,4,1,4,27.0,2.5,1,56,0.6153846153846154,91,6.802197802197802
610013,1256435,41842,47630,24,4,5,4,12,20.0,6,0,5,20.0,3.5,2,460,0.5778894472361809,796,9.048994974874372
481291,1112493,6938,19508,128,3,26,0,15,15.0,9,0,26,15.0,5.0,2,293,0.48111658456486045,609,10.400656814449919
466211,1101129,63579,12919,115,7,5,0,14,14.0,3,1,5,14.0,7.0,8,92,0.6433566433566433,143,6.524475524475524
749803,1890978,134012,20574,96,20,18,1,12,30.0,1,1,18,30.0,13.0,14,248,0.7607361963190185,326,7.779141104294479
663514,1597845,52772,33294,128,3,4,2,00,12.0,13,0,4,12.0,7.0,10,60,0.46875,128,10.2109375
1207558,2997751,2015,22180,14,20,9,0,19,20.0,11,1,9,20.0,7.0,7,3,0.75,4,7.75
309904,873683,189376,8575,21,16,62,0,09,7.0,7,1,62,7.0,6.5,11,37,0.5606060606060606,66,10.287878787878787
616709,1502361,156148,7898,77,7,6,6,17,0.0,14,1,6,0.0,9.5,18,47,0.415929203539823,113,9.398230088495575
986358,2272287,65190,38777,123,4,20,2,11,11.0,4,1,20,11.0,4.5,6,322,0.5457627118644067,590,10.077966101694916
127242,141306,170507,23734,108,16,4,2,15,30.0,1,0,4,30.0,4.5,6,605,0.5919765166340509,1022,9.830724070450097
582912,1220276,90856,1244,83,4,75,6,16,5.0,10,1,75,5.0,7.5,11,288,0.5913757700205339,487,10.819301848049282
1317508,3388780,19995,28849,59,15,14,3,16,14.0,3,0,14,14.0,6.0,7,753,0.6024,1250,9.9568
1132851,2678201,153759,21526,78,19,4,3,09,30.0,7,1,4,30.0,11.0,9,103,0.7202797202797203,143,9.972027972027972
600840,1239576,70281,30896,94,7,37,0,21,3.0,4,0,37,3.0,15.0,26,0,0.0,2,2.5
164402,452368,91328,21137,24,4,12,1,15,30.0,1,1,12,30.0,4.0,7,8603,0.7897007527079126,10894,8.017073618505599
1069369,2814084,141367,5785,84,16,17,0,11,29.0,19,1,17,29.0,10.5,8,1276,0.8312703583061889,1535,5.608469055374592
985958,2271208,145810,43504,34,1,15,5,19,19.0,16,1,15,19.0,10.5,18,317,0.7028824833702882,451,9.980044345898005
670125,1804574,195874,28985,83,4,4,1,14,30.0,5,0,4,30.0,10.0,8,1944,0.7400076132470499,2627,7.575561476969928
1229912,3048566,199463,36534,133,11,8,6,09,18.0,2,0,8,18.0,2.0,1,72,0.6260869565217392,115,5.895652173913043
1084416,2841592,53042,42736,36,16,4,1,15,30.0,1,0,4,30.0,2.5,3,848,0.5909407665505226,1435,8.737979094076655
574031,1462287,140516,16489,84,16,10,3,16,9.0,2,1,10,9.0,10.0,16,36,0.6428571428571429,56,7.964285714285714
925423,2368379,74720,26604,24,4,25,0,15,15.0,7,1,25,15.0,11.0,19,1843,0.6482588814632431,2843,8.930003517411185
1150854,2924423,69215,30170,81,15,12,2,11,30.0,11,0,12,30.0,8.5,8,52,0.6046511627906976,86,9.848837209302326
749780,1890910,179800,37733,79,1,6,4,08,30.0,11,0,6,30.0,15.0,4,34,0.44155844155844154,77,11.467532467532468
1194110,2979910,90285,9913,13,20,20,4,14,14.0,2,1,20,14.0,6.0,6,43,0.671875,64,7.78125
325447,899294,136355,5077,112,3,15,1,12,30.0,6,1,15,30.0,13.5,16,1752,0.762402088772846,2298,7.596170583115753
544242,1418675,40652,33438,63,9,15,1,09,26.0,2,1,15,26.0,3.0,5,60,0.3191489361702128,188,11.52659574468085
1131810,2902091,111385,24964,83,4,52,0,19,7.0,14,1,52,7.0,8.0,15,3041,0.7313612313612313,4158,9.380952380952381
1353313,3210810,77905,43961,123,4,4,0,15,30.0,2,0,4,30.0,7.0,4,1666,0.6772357723577236,2460,9.815853658536586
1246,3740,144433,4799,21,16,6,3,12,14.0,11,0,6,14.0,8.0,9,888,0.6706948640483383,1324,9.924471299093655
638493,1776495,163233,9755,23,19,6,5,10,30.0,2,1,6,30.0,11.0,10,171,0.5181818181818182,330,9.054545454545455
1219910,3013921,68409,26252,15,12,40,6,17,7.0,22,0,40,7.0,12.5,19,19,0.4523809523809524,42,8.214285714285714
